Match_ID,Date,Time,Team_A,Team_B,Venue,Weather,Toss_Winner,Toss_Decision,Outcome
M0807,2022-04-04,14:00,"Player9, Player14, Player67, Player77, Player78, Player57, Player53, Player20, Player81, Player54, Player68","Player95, Player52, Player25, Player44, Player74, Player76, Player46, Player8, Player34, Player45, Player65",Wankhede,Sunny,Team_A,Bat,Team_A_Wins
M0808,2020-07-01,13:00,"Player74, Player2, Player35, Player54, Player59, Player80, Player46, Player62, Player17, Player56, Player82","Player27, Player34, Player38, Player70, Player58, Player11, Player26, Player89, Player21, Player50, Player72",Eden Gardens,Rainy,Team_B,Bowl,Team_B_Wins
M0809,2023-04-13,13:00,"Player70, Player11, Player90, Player28, Player44, Player18, Player65, Player25, Player1, Player48, Player23","Player70, Player22, Player85, Player90, Player95, Player75, Player15, Player13, Player37, Player52, Player58",Wankhede,Sunny,Team_A,Bowl,Team_A_Wins
M0810,2022-03-07,18:00,"Player16, Player67, Player49, Player24, Player1, Player11, Player21, Player64, Player27, Player36, Player9","Player31, Player82, Player28, Player13, Player23, Player94, Player30, Player88, Player61, Player100, Player78",Wankhede,Sunny,Team_A,Bowl,Team_A_Wins
M0811,2021-05-29,19:00,"Player51, Player36, Player10, Player28, Player8, Player13, Player92, Player45, Player12, Player97, Player96","Player63, Player84, Player48, Player7, Player31, Player17, Player34, Player59, Player71, Player37, Player70",Wankhede,Humid,Team_A,Bowl,Team_A_Wins
M0812,2021-10-25,12:00,"Player85, Player99, Player28, Player97, Player88, Player83, Player70, Player44, Player39, Player54, Player21","Player56, Player6, Player94, Player77, Player19, Player57, Player7, Player67, Player5, Player60, Player65",Newlands,Humid,Team_A,Bat,Draw
M0813,2020-12-01,20:00,"Player87, Player16, Player55, Player82, Player21, Player33, Player100, Player49, Player72, Player89, Player52","Player32, Player6, Player57, Player4, Player40, Player11, Player41, Player42, Player22, Player88, Player38",MCG,Humid,Team_B,Bat,Team_B_Wins
M0814,2021-02-06,13:00,"Player15, Player73, Player25, Player28, Player18, Player32, Player99, Player100, Player95, Player93, Player54","Player31, Player67, Player78, Player92, Player45, Player35, Player80, Player59, Player100, Player84, Player20",Newlands,Humid,Team_A,Bowl,Team_A_Wins
M0815,2024-07-11,14:00,"Player8, Player65, Player45, Player82, Player92, Player38, Player93, Player3, Player44, Player42, Player27","Player38, Player20, Player75, Player58, Player12, Player41, Player14, Player78, Player16, Player100, Player77",Wankhede,Cloudy,Team_B,Bat,Team_B_Wins
M0816,2021-10-11,14:00,"Player67, Player83, Player72, Player21, Player1, Player15, Player20, Player63, Player43, Player33, Player51","Player81, Player60, Player78, Player84, Player70, Player79, Player73, Player10, Player99, Player50, Player26",MCG,Rainy,Team_B,Bowl,Team_B_Wins
M0817,2020-09-25,15:00,"Player63, Player82, Player32, Player33, Player57, Player8, Player73, Player10, Player13, Player80, Player9","Player52, Player94, Player34, Player33, Player82, Player18, Player87, Player84, Player74, Player20, Player15",Lord’s,Cloudy,Team_A,Bowl,Team_A_Wins
M0818,2021-03-28,17:00,"Player51, Player55, Player20, Player80, Player61, Player15, Player40, Player16, Player87, Player62, Player32","Player47, Player6, Player76, Player41, Player54, Player43, Player56, Player89, Player16, Player7, Player26",Wankhede,Sunny,Team_A,Bowl,Draw
M0819,2020-11-04,16:00,"Player18, Player11, Player84, Player69, Player51, Player48, Player100, Player4, Player12, Player43, Player44","Player10, Player62, Player29, Player35, Player53, Player22, Player92, Player95, Player88, Player94, Player90",MCG,Cloudy,Team_B,Bat,Team_B_Wins
M0820,2023-09-27,19:00,"Player99, Player22, Player98, Player6, Player83, Player92, Player4, Player77, Player38, Player68, Player37","Player39, Player100, Player16, Player69, Player85, Player34, Player4, Player23, Player29, Player92, Player6",Eden Gardens,Cloudy,Team_B,Bowl,Team_A_Wins
M0821,2020-03-15,13:00,"Player35, Player66, Player43, Player30, Player71, Player20, Player18, Player11, Player88, Player24, Player68","Player72, Player91, Player7, Player98, Player92, Player63, Player33, Player9, Player19, Player20, Player97",Eden Gardens,Humid,Team_B,Bat,Team_B_Wins
M0822,2022-12-24,12:00,"Player38, Player78, Player57, Player75, Player61, Player17, Player21, Player68, Player16, Player63, Player53","Player100, Player9, Player36, Player40, Player39, Player41, Player22, Player12, Player35, Player94, Player27",Wankhede,Humid,Team_B,Bowl,Team_A_Wins
M0823,2024-06-14,17:00,"Player91, Player70, Player56, Player64, Player87, Player20, Player33, Player62, Player85, Player35, Player23","Player35, Player54, Player91, Player38, Player93, Player29, Player58, Player51, Player85, Player4, Player60",Eden Gardens,Rainy,Team_B,Bat,Team_B_Wins
M0824,2020-11-24,13:00,"Player99, Player93, Player95, Player11, Player17, Player5, Player37, Player84, Player96, Player44, Player74","Player44, Player80, Player23, Player26, Player25, Player6, Player41, Player19, Player17, Player89, Player64",Wankhede,Humid,Team_B,Bowl,Team_A_Wins
M0825,2020-01-16,13:00,"Player3, Player94, Player26, Player23, Player90, Player6, Player11, Player92, Player68, Player34, Player2","Player54, Player24, Player99, Player8, Player2, Player1, Player88, Player18, Player44, Player95, Player78",Eden Gardens,Rainy,Team_B,Bat,Draw
M0826,2020-08-03,20:00,"Player40, Player2, Player70, Player75, Player93, Player38, Player91, Player5, Player24, Player44, Player72","Player98, Player84, Player24, Player9, Player93, Player51, Player25, Player40, Player42, Player76, Player69",Wankhede,Sunny,Team_A,Bat,Team_A_Wins
M0827,2022-07-15,17:00,"Player80, Player64, Player69, Player12, Player10, Player25, Player65, Player84, Player61, Player96, Player63","Player31, Player92, Player100, Player91, Player73, Player24, Player47, Player29, Player72, Player80, Player78",MCG,Rainy,Team_B,Bowl,Team_B_Wins
M0828,2024-01-23,14:00,"Player15, Player41, Player47, Player53, Player78, Player11, Player21, Player9, Player69, Player77, Player67","Player37, Player69, Player27, Player72, Player15, Player33, Player24, Player20, Player95, Player16, Player47",Wankhede,Humid,Team_A,Bowl,Team_A_Wins
M0829,2023-05-27,13:00,"Player24, Player4, Player42, Player76, Player44, Player69, Player12, Player81, Player49, Player65, Player88","Player69, Player57, Player62, Player3, Player73, Player48, Player87, Player18, Player60, Player17, Player26",Eden Gardens,Humid,Team_B,Bowl,Team_A_Wins
M0830,2020-08-27,13:00,"Player88, Player93, Player56, Player83, Player46, Player6, Player54, Player82, Player12, Player39, Player91","Player79, Player94, Player87, Player3, Player46, Player6, Player22, Player48, Player8, Player75, Player61",Wankhede,Humid,Team_B,Bowl,Team_A_Wins
M0831,2022-06-09,20:00,"Player25, Player2, Player59, Player99, Player23, Player28, Player61, Player26, Player15, Player13, Player48","Player95, Player11, Player68, Player55, Player80, Player21, Player92, Player27, Player87, Player6, Player89",MCG,Sunny,Team_B,Bowl,Team_B_Wins
M0832,2022-05-08,13:00,"Player3, Player86, Player56, Player54, Player33, Player51, Player66, Player39, Player21, Player24, Player34","Player80, Player58, Player24, Player90, Player25, Player40, Player48, Player50, Player29, Player28, Player23",Newlands,Sunny,Team_B,Bowl,Team_B_Wins
M0833,2023-12-01,13:00,"Player82, Player16, Player91, Player93, Player14, Player51, Player77, Player95, Player58, Player100, Player56","Player60, Player27, Player94, Player28, Player3, Player13, Player6, Player5, Player8, Player78, Player100",Newlands,Sunny,Team_A,Bowl,Team_A_Wins
M0834,2024-11-13,20:00,"Player91, Player39, Player96, Player92, Player70, Player61, Player47, Player4, Player25, Player49, Player15","Player29, Player47, Player68, Player83, Player16, Player9, Player32, Player61, Player51, Player96, Player93",Lord’s,Humid,Team_B,Bowl,Team_A_Wins
M0835,2023-10-26,19:00,"Player43, Player76, Player83, Player4, Player100, Player34, Player17, Player39, Player63, Player18, Player20","Player9, Player45, Player77, Player100, Player65, Player93, Player68, Player60, Player80, Player61, Player72",Lord’s,Cloudy,Team_A,Bowl,Team_B_Wins
M0836,2020-09-16,16:00,"Player42, Player5, Player85, Player20, Player94, Player40, Player23, Player47, Player51, Player26, Player88","Player9, Player86, Player18, Player36, Player97, Player47, Player14, Player54, Player27, Player57, Player20",Lord’s,Sunny,Team_A,Bat,Team_B_Wins
M0837,2021-10-13,14:00,"Player23, Player75, Player59, Player25, Player15, Player49, Player17, Player94, Player65, Player56, Player20","Player7, Player68, Player32, Player24, Player48, Player76, Player26, Player71, Player70, Player16, Player36",Wankhede,Rainy,Team_B,Bowl,Team_B_Wins
M0838,2021-05-20,20:00,"Player23, Player24, Player79, Player22, Player70, Player55, Player73, Player32, Player21, Player15, Player49","Player5, Player94, Player96, Player46, Player18, Player44, Player87, Player57, Player95, Player70, Player81",Newlands,Rainy,Team_B,Bowl,Team_A_Wins
M0839,2022-09-20,15:00,"Player100, Player53, Player95, Player80, Player3, Player75, Player11, Player74, Player64, Player39, Player26","Player72, Player10, Player37, Player35, Player96, Player88, Player41, Player84, Player34, Player73, Player68",Wankhede,Cloudy,Team_A,Bat,Team_A_Wins
M0840,2020-05-20,14:00,"Player65, Player45, Player94, Player48, Player22, Player30, Player15, Player14, Player87, Player57, Player91","Player33, Player26, Player54, Player91, Player17, Player13, Player56, Player22, Player99, Player81, Player85",MCG,Humid,Team_B,Bowl,Team_B_Wins
M0841,2021-06-14,19:00,"Player87, Player84, Player23, Player97, Player83, Player72, Player64, Player78, Player3, Player38, Player86","Player94, Player96, Player91, Player90, Player20, Player58, Player92, Player2, Player15, Player14, Player51",Newlands,Rainy,Team_B,Bat,Team_B_Wins
M0842,2021-09-07,19:00,"Player39, Player31, Player76, Player34, Player10, Player79, Player75, Player95, Player67, Player41, Player45","Player7, Player64, Player42, Player76, Player89, Player25, Player37, Player86, Player1, Player33, Player61",Wankhede,Rainy,Team_B,Bat,Team_B_Wins
M0843,2020-12-02,17:00,"Player33, Player86, Player39, Player53, Player8, Player77, Player6, Player56, Player75, Player41, Player79","Player43, Player50, Player69, Player93, Player99, Player25, Player20, Player70, Player49, Player21, Player14",Wankhede,Sunny,Team_A,Bat,Team_A_Wins
M0844,2022-06-23,15:00,"Player65, Player31, Player30, Player89, Player85, Player61, Player11, Player63, Player54, Player25, Player27","Player58, Player67, Player64, Player66, Player4, Player68, Player16, Player36, Player96, Player45, Player86",Wankhede,Humid,Team_A,Bat,Team_B_Wins
M0845,2023-11-25,13:00,"Player73, Player83, Player82, Player2, Player6, Player18, Player72, Player30, Player3, Player63, Player71","Player47, Player90, Player17, Player93, Player78, Player41, Player56, Player54, Player6, Player28, Player35",Eden Gardens,Rainy,Team_B,Bat,Team_A_Wins
M0846,2023-07-20,19:00,"Player6, Player65, Player47, Player53, Player51, Player33, Player16, Player25, Player94, Player73, Player29","Player62, Player89, Player14, Player33, Player87, Player49, Player20, Player30, Player26, Player10, Player9",Lord’s,Sunny,Team_A,Bowl,Team_A_Wins
M0847,2024-09-22,18:00,"Player11, Player8, Player53, Player39, Player17, Player95, Player49, Player19, Player44, Player50, Player13","Player1, Player36, Player17, Player29, Player84, Player68, Player37, Player31, Player52, Player18, Player65",Lord’s,Rainy,Team_B,Bat,Team_A_Wins
M0848,2020-11-30,16:00,"Player83, Player77, Player71, Player44, Player16, Player78, Player65, Player36, Player25, Player85, Player64","Player12, Player60, Player33, Player48, Player89, Player92, Player83, Player61, Player93, Player6, Player69",Wankhede,Cloudy,Team_B,Bowl,Team_B_Wins
M0849,2024-07-21,20:00,"Player76, Player43, Player86, Player40, Player26, Player37, Player4, Player69, Player1, Player47, Player77","Player99, Player33, Player43, Player27, Player9, Player46, Player16, Player28, Player58, Player84, Player97",MCG,Humid,Team_A,Bowl,Team_B_Wins
M0850,2023-04-13,13:00,"Player24, Player70, Player16, Player48, Player71, Player88, Player66, Player60, Player45, Player91, Player52","Player87, Player39, Player6, Player67, Player75, Player73, Player99, Player98, Player41, Player31, Player24",Newlands,Sunny,Team_B,Bowl,Team_A_Wins
M0851,2021-07-16,19:00,"Player25, Player100, Player53, Player32, Player94, Player16, Player35, Player33, Player89, Player55, Player99","Player13, Player86, Player56, Player75, Player42, Player54, Player22, Player40, Player70, Player29, Player6",Wankhede,Cloudy,Team_A,Bowl,Team_A_Wins
M0852,2020-09-22,12:00,"Player58, Player74, Player25, Player56, Player40, Player100, Player28, Player63, Player17, Player82, Player23","Player51, Player27, Player65, Player43, Player24, Player67, Player79, Player97, Player23, Player34, Player52",Wankhede,Humid,Team_B,Bowl,Team_B_Wins
M0853,2021-07-17,20:00,"Player4, Player59, Player50, Player20, Player57, Player58, Player89, Player34, Player61, Player72, Player11","Player29, Player88, Player43, Player42, Player84, Player49, Player68, Player96, Player41, Player90, Player14",Lord’s,Sunny,Team_B,Bat,Draw
M0854,2023-10-27,17:00,"Player54, Player82, Player44, Player93, Player7, Player92, Player12, Player66, Player36, Player63, Player48","Player39, Player71, Player45, Player93, Player67, Player82, Player34, Player56, Player50, Player78, Player75",MCG,Cloudy,Team_A,Bat,Team_B_Wins
M0855,2021-05-08,17:00,"Player9, Player33, Player72, Player51, Player30, Player85, Player15, Player90, Player74, Player71, Player46","Player49, Player91, Player6, Player48, Player4, Player2, Player53, Player34, Player30, Player75, Player17",Newlands,Sunny,Team_B,Bat,Draw
M0856,2020-02-10,14:00,"Player59, Player6, Player32, Player67, Player46, Player56, Player92, Player91, Player62, Player79, Player17","Player99, Player31, Player56, Player19, Player9, Player58, Player25, Player43, Player70, Player67, Player81",Lord’s,Cloudy,Team_A,Bat,Team_A_Wins
M0857,2020-04-07,20:00,"Player51, Player22, Player49, Player63, Player1, Player69, Player29, Player73, Player57, Player76, Player24","Player13, Player51, Player97, Player78, Player85, Player8, Player29, Player2, Player19, Player30, Player27",Wankhede,Rainy,Team_B,Bowl,Team_A_Wins
M0858,2022-11-18,14:00,"Player74, Player80, Player46, Player40, Player65, Player64, Player71, Player81, Player18, Player99, Player12","Player94, Player59, Player75, Player37, Player58, Player31, Player49, Player89, Player41, Player11, Player90",Newlands,Humid,Team_B,Bowl,Team_A_Wins
M0859,2022-03-11,15:00,"Player43, Player18, Player45, Player56, Player71, Player25, Player33, Player100, Player9, Player22, Player72","Player13, Player91, Player82, Player41, Player22, Player70, Player19, Player97, Player81, Player86, Player21",Eden Gardens,Rainy,Team_A,Bat,Team_B_Wins
M0860,2021-06-19,18:00,"Player50, Player10, Player42, Player76, Player3, Player15, Player96, Player87, Player52, Player36, Player46","Player44, Player51, Player85, Player33, Player69, Player23, Player25, Player29, Player73, Player93, Player3",MCG,Cloudy,Team_A,Bat,Team_A_Wins
M0861,2021-09-09,18:00,"Player50, Player47, Player88, Player83, Player24, Player25, Player63, Player97, Player13, Player7, Player96","Player13, Player88, Player99, Player1, Player74, Player96, Player45, Player21, Player43, Player89, Player10",Wankhede,Sunny,Team_A,Bowl,Team_A_Wins
M0862,2020-07-01,13:00,"Player25, Player45, Player19, Player100, Player74, Player23, Player80, Player39, Player21, Player11, Player71","Player16, Player35, Player2, Player93, Player92, Player60, Player76, Player99, Player14, Player100, Player80",Lord’s,Rainy,Team_A,Bowl,Team_A_Wins
M0863,2021-07-13,16:00,"Player52, Player26, Player43, Player46, Player84, Player34, Player82, Player75, Player85, Player41, Player61","Player63, Player37, Player2, Player95, Player61, Player96, Player20, Player33, Player34, Player79, Player18",Newlands,Rainy,Team_A,Bowl,Team_A_Wins
M0864,2020-11-13,14:00,"Player99, Player57, Player17, Player42, Player75, Player85, Player68, Player90, Player79, Player40, Player62","Player74, Player10, Player20, Player5, Player61, Player24, Player77, Player56, Player9, Player68, Player80",Eden Gardens,Sunny,Team_B,Bat,Team_A_Wins
M0865,2024-01-09,20:00,"Player60, Player72, Player64, Player56, Player63, Player88, Player93, Player30, Player29, Player52, Player9","Player96, Player47, Player73, Player37, Player15, Player84, Player5, Player68, Player31, Player50, Player9",MCG,Cloudy,Team_A,Bat,Team_B_Wins
M0866,2020-06-03,17:00,"Player22, Player97, Player67, Player73, Player7, Player6, Player64, Player24, Player31, Player8, Player32","Player14, Player53, Player7, Player56, Player32, Player45, Player71, Player87, Player37, Player54, Player4",MCG,Sunny,Team_B,Bat,Team_A_Wins
M0867,2023-06-23,19:00,"Player78, Player58, Player100, Player41, Player31, Player81, Player13, Player50, Player80, Player34, Player4","Player83, Player94, Player95, Player53, Player76, Player74, Player52, Player8, Player32, Player22, Player1",Lord’s,Rainy,Team_A,Bowl,Team_B_Wins
M0868,2024-01-25,13:00,"Player58, Player6, Player70, Player53, Player23, Player17, Player2, Player15, Player66, Player14, Player99","Player55, Player13, Player10, Player100, Player39, Player33, Player32, Player67, Player57, Player61, Player26",Newlands,Rainy,Team_B,Bat,Team_A_Wins
M0869,2023-09-03,12:00,"Player100, Player25, Player38, Player99, Player69, Player72, Player46, Player94, Player64, Player20, Player8","Player90, Player59, Player98, Player95, Player24, Player99, Player55, Player75, Player8, Player26, Player35",Eden Gardens,Sunny,Team_B,Bat,Team_B_Wins
M0870,2022-07-22,15:00,"Player85, Player43, Player39, Player40, Player64, Player46, Player69, Player70, Player82, Player98, Player17","Player3, Player1, Player86, Player26, Player37, Player53, Player66, Player36, Player64, Player15, Player18",MCG,Sunny,Team_B,Bat,Team_A_Wins
M0871,2020-12-21,19:00,"Player85, Player42, Player41, Player28, Player92, Player95, Player4, Player89, Player86, Player31, Player36","Player34, Player42, Player20, Player87, Player75, Player18, Player16, Player21, Player19, Player50, Player58",Lord’s,Rainy,Team_A,Bowl,Team_A_Wins
M0872,2021-02-21,14:00,"Player45, Player55, Player67, Player99, Player100, Player49, Player26, Player93, Player13, Player76, Player84","Player17, Player4, Player25, Player31, Player37, Player92, Player35, Player62, Player52, Player11, Player7",Newlands,Rainy,Team_A,Bowl,Team_A_Wins
M0873,2022-08-31,20:00,"Player61, Player12, Player1, Player64, Player5, Player69, Player73, Player58, Player49, Player10, Player59","Player53, Player65, Player69, Player30, Player58, Player41, Player18, Player63, Player17, Player37, Player13",Newlands,Sunny,Team_A,Bat,Team_A_Wins
M0874,2023-02-05,18:00,"Player43, Player41, Player93, Player64, Player66, Player26, Player83, Player17, Player61, Player89, Player84","Player77, Player64, Player79, Player25, Player34, Player88, Player19, Player99, Player86, Player13, Player66",Wankhede,Sunny,Team_B,Bowl,Team_B_Wins
M0875,2021-12-04,13:00,"Player27, Player41, Player48, Player90, Player38, Player84, Player89, Player58, Player85, Player43, Player26","Player88, Player10, Player24, Player25, Player13, Player26, Player17, Player16, Player63, Player18, Player29",Newlands,Rainy,Team_A,Bowl,Team_B_Wins
M0876,2023-03-16,16:00,"Player34, Player88, Player48, Player14, Player92, Player54, Player77, Player65, Player60, Player21, Player15","Player1, Player45, Player58, Player92, Player83, Player91, Player12, Player25, Player3, Player89, Player77",Lord’s,Cloudy,Team_A,Bat,Team_B_Wins
M0877,2024-06-21,12:00,"Player96, Player41, Player12, Player4, Player48, Player19, Player62, Player28, Player66, Player35, Player60","Player32, Player33, Player83, Player94, Player35, Player47, Player93, Player84, Player92, Player13, Player45",Eden Gardens,Humid,Team_B,Bowl,Team_A_Wins
M0878,2020-08-02,17:00,"Player36, Player23, Player74, Player51, Player92, Player68, Player35, Player21, Player37, Player65, Player71","Player90, Player52, Player65, Player79, Player72, Player25, Player89, Player78, Player48, Player98, Player77",Newlands,Sunny,Team_B,Bowl,Team_B_Wins
M0879,2020-02-25,14:00,"Player32, Player41, Player78, Player13, Player39, Player54, Player68, Player26, Player62, Player79, Player58","Player85, Player3, Player20, Player43, Player45, Player66, Player79, Player97, Player19, Player88, Player56",Lord’s,Rainy,Team_A,Bowl,Team_B_Wins
M0880,2024-09-28,20:00,"Player90, Player14, Player8, Player71, Player38, Player74, Player67, Player1, Player75, Player91, Player55","Player88, Player11, Player58, Player72, Player68, Player84, Player2, Player64, Player4, Player82, Player85",Wankhede,Humid,Team_A,Bowl,Team_B_Wins
M0881,2023-12-26,12:00,"Player19, Player28, Player39, Player46, Player72, Player91, Player55, Player51, Player45, Player59, Player7","Player49, Player11, Player48, Player57, Player50, Player63, Player40, Player45, Player60, Player77, Player68",Lord’s,Rainy,Team_A,Bat,Team_B_Wins
M0882,2024-12-27,14:00,"Player61, Player90, Player26, Player85, Player11, Player70, Player43, Player46, Player39, Player19, Player50","Player80, Player41, Player82, Player46, Player58, Player62, Player48, Player56, Player65, Player18, Player52",Eden Gardens,Sunny,Team_B,Bat,Team_B_Wins
M0883,2024-06-02,19:00,"Player66, Player17, Player32, Player39, Player93, Player30, Player99, Player70, Player72, Player83, Player58","Player48, Player4, Player45, Player61, Player97, Player52, Player71, Player50, Player99, Player18, Player66",Lord’s,Cloudy,Team_B,Bat,Team_A_Wins
M0884,2024-08-18,15:00,"Player52, Player62, Player49, Player67, Player5, Player68, Player81, Player79, Player33, Player13, Player92","Player7, Player53, Player91, Player65, Player56, Player64, Player72, Player62, Player8, Player50, Player66",Newlands,Sunny,Team_B,Bat,Team_A_Wins
M0885,2024-05-11,15:00,"Player91, Player33, Player24, Player2, Player85, Player53, Player80, Player74, Player94, Player55, Player93","Player21, Player83, Player45, Player59, Player78, Player71, Player25, Player62, Player10, Player39, Player93",Newlands,Rainy,Team_B,Bat,Team_A_Wins
M0886,2024-05-17,20:00,"Player47, Player85, Player4, Player69, Player39, Player22, Player86, Player78, Player2, Player97, Player45","Player23, Player97, Player87, Player83, Player84, Player26, Player86, Player25, Player81, Player55, Player28",Newlands,Humid,Team_B,Bowl,Team_A_Wins
M0887,2023-04-22,15:00,"Player48, Player84, Player15, Player42, Player32, Player24, Player90, Player18, Player12, Player30, Player68","Player61, Player71, Player55, Player94, Player33, Player69, Player15, Player18, Player52, Player43, Player63",Eden Gardens,Rainy,Team_B,Bowl,Team_B_Wins
M0888,2022-07-23,19:00,"Player31, Player58, Player50, Player65, Player43, Player27, Player24, Player8, Player97, Player60, Player25","Player28, Player57, Player55, Player79, Player31, Player32, Player11, Player68, Player61, Player45, Player19",Wankhede,Sunny,Team_B,Bat,Draw
M0889,2021-05-31,18:00,"Player67, Player27, Player89, Player28, Player86, Player36, Player17, Player70, Player88, Player31, Player76","Player70, Player85, Player16, Player66, Player49, Player64, Player26, Player6, Player76, Player2, Player67",Eden Gardens,Rainy,Team_B,Bowl,Team_B_Wins
M0890,2024-01-11,19:00,"Player10, Player84, Player13, Player8, Player55, Player35, Player97, Player20, Player80, Player65, Player49","Player82, Player99, Player97, Player22, Player45, Player64, Player61, Player42, Player20, Player32, Player95",Wankhede,Cloudy,Team_B,Bat,Team_B_Wins
M0891,2022-05-16,12:00,"Player61, Player83, Player31, Player78, Player70, Player17, Player3, Player88, Player74, Player65, Player20","Player32, Player94, Player56, Player33, Player80, Player77, Player93, Player31, Player71, Player49, Player65",Wankhede,Cloudy,Team_B,Bat,Team_B_Wins
M0892,2020-01-25,20:00,"Player93, Player41, Player61, Player2, Player28, Player13, Player82, Player20, Player57, Player43, Player15","Player86, Player78, Player3, Player69, Player64, Player88, Player81, Player92, Player37, Player63, Player41",MCG,Humid,Team_B,Bowl,Draw
M0893,2020-08-05,17:00,"Player85, Player44, Player35, Player29, Player32, Player80, Player71, Player1, Player28, Player42, Player77","Player29, Player39, Player48, Player87, Player68, Player18, Player42, Player98, Player28, Player49, Player20",Newlands,Rainy,Team_A,Bowl,Team_B_Wins
M0894,2022-01-26,13:00,"Player87, Player1, Player39, Player33, Player49, Player23, Player89, Player84, Player35, Player4, Player14","Player5, Player70, Player32, Player75, Player42, Player84, Player68, Player91, Player40, Player7, Player98",MCG,Sunny,Team_B,Bowl,Team_A_Wins
M0895,2024-05-02,14:00,"Player75, Player16, Player24, Player52, Player84, Player68, Player65, Player46, Player19, Player98, Player44","Player70, Player77, Player47, Player25, Player55, Player89, Player54, Player68, Player76, Player83, Player69",MCG,Cloudy,Team_B,Bat,Team_A_Wins
M0896,2021-05-23,15:00,"Player61, Player82, Player48, Player44, Player77, Player74, Player4, Player92, Player18, Player36, Player59","Player57, Player61, Player39, Player91, Player2, Player72, Player52, Player77, Player87, Player76, Player31",Newlands,Cloudy,Team_B,Bowl,Team_B_Wins
M0897,2023-05-17,16:00,"Player13, Player77, Player70, Player82, Player80, Player21, Player72, Player18, Player14, Player4, Player11","Player18, Player74, Player82, Player100, Player8, Player7, Player32, Player33, Player22, Player94, Player90",Wankhede,Sunny,Team_A,Bat,Team_B_Wins
M0898,2020-11-21,15:00,"Player73, Player8, Player55, Player17, Player21, Player75, Player100, Player92, Player52, Player14, Player69","Player43, Player25, Player6, Player31, Player27, Player58, Player91, Player84, Player22, Player35, Player87",MCG,Sunny,Team_B,Bat,Team_B_Wins
M0899,2021-06-21,17:00,"Player64, Player27, Player82, Player39, Player83, Player70, Player79, Player76, Player54, Player74, Player94","Player7, Player30, Player99, Player88, Player94, Player72, Player66, Player74, Player78, Player81, Player83",Eden Gardens,Cloudy,Team_B,Bat,Team_A_Wins
M0900,2020-05-02,17:00,"Player90, Player82, Player78, Player24, Player52, Player72, Player45, Player60, Player29, Player37, Player26","Player2, Player76, Player50, Player8, Player78, Player22, Player48, Player20, Player13, Player25, Player5",Wankhede,Humid,Team_B,Bat,Team_B_Wins
M0901,2020-05-16,12:00,"Player38, Player27, Player47, Player60, Player50, Player88, Player71, Player77, Player94, Player22, Player6","Player5, Player6, Player1, Player15, Player71, Player7, Player12, Player13, Player55, Player75, Player48",Wankhede,Cloudy,Team_B,Bowl,Team_B_Wins
M0902,2022-05-12,17:00,"Player5, Player65, Player55, Player73, Player82, Player98, Player15, Player9, Player90, Player7, Player32","Player84, Player20, Player4, Player15, Player21, Player30, Player17, Player94, Player47, Player78, Player81",Newlands,Sunny,Team_B,Bat,Team_A_Wins
M0903,2023-08-31,14:00,"Player27, Player65, Player81, Player10, Player50, Player90, Player4, Player26, Player96, Player25, Player12","Player23, Player5, Player71, Player33, Player62, Player21, Player48, Player53, Player19, Player26, Player100",Lord’s,Cloudy,Team_B,Bat,Team_A_Wins
M0904,2022-03-02,19:00,"Player40, Player2, Player81, Player63, Player9, Player42, Player27, Player25, Player8, Player94, Player95","Player6, Player63, Player17, Player49, Player64, Player15, Player82, Player95, Player14, Player25, Player4",Lord’s,Rainy,Team_A,Bat,Team_B_Wins
M0905,2020-08-09,15:00,"Player1, Player83, Player54, Player52, Player97, Player53, Player26, Player7, Player14, Player80, Player48","Player53, Player21, Player30, Player34, Player41, Player78, Player91, Player69, Player42, Player35, Player46",Eden Gardens,Rainy,Team_A,Bat,Team_A_Wins
M0906,2022-12-06,16:00,"Player23, Player58, Player57, Player17, Player3, Player76, Player9, Player43, Player82, Player29, Player66","Player86, Player70, Player28, Player80, Player65, Player16, Player74, Player48, Player92, Player9, Player61",Lord’s,Rainy,Team_B,Bowl,Team_B_Wins
M0907,2024-11-24,15:00,"Player54, Player46, Player93, Player40, Player35, Player99, Player17, Player73, Player22, Player63, Player89","Player88, Player12, Player80, Player57, Player73, Player64, Player99, Player26, Player53, Player90, Player38",Wankhede,Cloudy,Team_B,Bowl,Team_B_Wins
M0908,2022-05-31,19:00,"Player86, Player16, Player4, Player33, Player97, Player81, Player74, Player25, Player35, Player52, Player61","Player85, Player99, Player53, Player17, Player95, Player93, Player42, Player20, Player12, Player62, Player61",Newlands,Humid,Team_A,Bowl,Team_A_Wins
M0909,2021-02-11,15:00,"Player46, Player65, Player32, Player83, Player71, Player84, Player37, Player56, Player39, Player21, Player75","Player7, Player67, Player80, Player61, Player21, Player94, Player34, Player12, Player11, Player8, Player43",Wankhede,Sunny,Team_B,Bat,Team_A_Wins
M0910,2024-09-16,18:00,"Player81, Player90, Player45, Player12, Player32, Player66, Player13, Player86, Player5, Player96, Player41","Player71, Player17, Player23, Player93, Player2, Player28, Player69, Player72, Player57, Player64, Player95",Newlands,Cloudy,Team_B,Bowl,Draw
